ar-SA	العربية	/chsais-aibarat	خصائص العبارات المستخدمة في السفر	خصائص ,عبارات ,السفر	تطبيق العبارات المستخدمة في السفر لـ يحتوي على 22 لغة	A2: Vlastnosti	خصائص التطبيق
ar-SA	العربية	/istichdam-safr-aibarat-dul	استخدام العبارات المتعلقة بالسفر	سفر, استخدام ,أجنبية ,دولة ,عبارات ,لغة	قائمة بجميع الدول والبلدان حيث تستطيعون التحدث و التفاهم باللغة الأجنبية باستخدام عباراتنا المتعلقة بالسفر	A5: Uplatnění	استخدام
ar-SA	العربية	/itsil-bina-mustalh	العناوين	العنوان	راسلوا مؤلفي العبارات المستخدمة في السفر و اكتبوا لهم أي ملاحظة عن التطبيق على اي فون و اي باد	A8: Kontakt	
ar-SA	العربية	/kifa-jabdu-aibarat	مثال توضيحي على	عرض ديمو ,العبارات ,المستخدمة في ,السفر	العبارات المستخدمة في السفر على جهاز iPhone ، ipad تتيح دراسة 22 لغة	A3: Náhled	عرض التطبيق
ar-SA	العربية	/kifa-jabdu-aibarat-android	Android: مثال توضيحي على	عرض ديمو ,العبارات ,المستخدمة في ,السفر	العبارات المستخدمة في السفر على جهاز تتيح دراسة 22 لغة	A32: Náhled Android	Android
ar-SA	العربية	/kifa-jabdu-aibarat-windows8	Windows 8: مثال توضيحي على	عرض ديمو ,العبارات ,المستخدمة في ,السفر	العبارات المستخدمة في السفر على جهاز تتيح دراسة 22 لغة	A31: Náhled W8	Windows 8
ar-SA	العربية	/kifa-jabdu-ipad-aibarat	iPhone مثال توضيحي على	عرض ديمو العبارات المستخدمة في السفر	العبارات المستخدمة في السفر على جهاز iPhone ، ipad تتيح دراسة 22 لغة	A33: Náhled iOS	iOS
ar-SA	العربية	/aldaim-mrhala-iphone	iOS: للعبارات المستخدمة في السفر FAQ الدعم و	faq الدعم التطبيق iphone(اي فون) ipad (اي باد)	إذا ما واجهتكم مشاكل مع التطبيق على iPhoneأو iPadلا تتردوا في سؤالنا و نحن سوف نقوم بمساعدتكم.	A43: Podpora iOS	iOS
ar-SA	العربية	/safr-aibarat	SmartPhrase مدخل إلى	عبارات ,مدخل ,سفر	iSmartPhrase معلومات أساسية عن العبارات التي تستخدم في السفر ـ	A1: Start	عبارات تستخدم في السفر
ar-SA	العربية	/ar-sitemap	خريطة الموقع	sitemap	خريطة الموقع	A10: Mapa webu	
zh-CN	中文	/china-contact-phrase	联系人	联系人	将你的想法和在上使用旅行常用会话指南的经历发送给程序作者	A8: Kontakt	
zh-CN	中文	/china-features-phrasebook	旅行常用会话指南特色	特色, 对话, 旅行	旅行常用会话指南包含22种语言	A2: Vlastnosti	应用程序特色
zh-CN	中文	/china-how-appears-phrasebook	实例	旅行常用会话指南展示	上旅行常用会话指南让你有机会学习22种语言	A3: Náhled	应用程序预览
zh-CN	中文	/china-how-appears-phrasebook-android	Android: 实例	旅行常用会话指南展示, Android	上旅行常用会话指南让你有机会学习22种语言	A32: Náhled Android	Android
zh-CN	中文	/china-how-appears-phrasebook-windows8	Windows 8: 实例	旅行常用会话指南展示, Windows 8	上旅行常用会话指南让你有机会学习22种语言	A31: Náhled W8	Windows 8
zh-CN	中文	/china-practice-travel-phrasebook-states	使用旅行常用会话指南	旅行使用国外联邦对话语言会话指南	使用旅行常用会话指南，你可以在任何一个国家使用它们的语言	A5: Uplatnění	练习
zh-CN	中文	/china-support-phrase	旅行常用会话指南支持和常见疑问	常见疑问支持应用程序	如果你在上使用应用程序有任何问题，请寻求我们的帮助。	A4: Podpora	支持
zh-CN	中文	/china-support-phrase-android	Android: 旅行常用会话指南支持和常见疑问	常见疑问支持应用程序, Android	如果你在上使用应用程序有任何问题，请寻求我们的帮助。	A42: Podpora Android	Android
zh-CN	中文	/china-support-phrase-windows8	Windows 8: 旅行常用会话指南支持和常见疑问	常见疑问支持应用程序, Windows 8	如果你在上使用应用程序有任何问题，请寻求我们的帮助。	A41: Podpora Windows8	Windows 8
zh-CN	中文	/china-how-appears-ipad-phrasebook	iPhone 实例	旅行常用会话指南展示	iPhone或iPad上旅行常用会话指南让你有机会学习22种语言	A33: Náhled iOS	iOS
zh-CN	中文	/china-support-phrase-iphone	iOS: 旅行常用会话指南支持和常见疑问	常见疑问支持应用程序 iphone ipad	如果你在iPhone或iPad上使用应用程序有任何问题，请寻求我们的帮助。	A43: Podpora iOS	iOS
zh-CN	中文	/china-traveler-phrasebook	介绍SmartPhrase	旅行, 介绍, 对话	旅行常用会话指南SmartPhrase的基本信息	A1: Start	旅行常用会话指南
zh-CN	中文	/zh-sitemap	网站地图	sitemap	网站地图	A10: Mapa webu	
ja-JP	日本語	/ja-contact-phrase	コンタクト	コンタクト	用アプリケーションに関するあなたのアイディアを旅行会話製作者に書いてください。	A8: Kontakt	
ja-JP	日本語	/ja-features-conversation	旅行会話の特徴	旅行 会話 の特徴	でご利用いただける旅行会話22言語収録	A2: Vlastnosti	旅行会話の特徴
ja-JP	日本語	/ja-how-appears-conversation	上の例	旅行会話のデモ例	でご利用いただける旅行会話アプリケーションで22カ国の言語を学ぶことが可能になります。	A3: Náhled	アプリケーションのプレビュー
ja-JP	日本語	/ja-how-appears-conversation-android	上の例	旅行会話のデモ例	でご利用いただける旅行会話アプリケーションで22カ国の言語を学ぶことが可能になります。	A32: Náhled Android	Android
ja-JP	日本語	/ja-how-appears-conversation-windows8	上の例	旅行会話のデモ例	でご利用いただける旅行会話アプリケーションで22カ国の言語を学ぶことが可能になります。	A31: Náhled W8	Windows 8
ja-JP	日本語	/ja-practise-travel-conversation-states	旅行会話を利用	旅行 利用 外国 会話 言語	私達の旅行会話アプリから外国語が話せる全ての国々	A5: Uplatnění	練習
ja-JP	日本語	/ja-support-phrase	サポートと旅行会話の FAQ	FAQ サポート アプリケーション	又はのアプリケーショントラブルの場合は、私達に聞いてください。私達がサポート致します。	A4: Podpora	サポート
ja-JP	日本語	/ja-support-phrase-android	サポートと旅行会話の FAQ	FAQ サポート アプリケーション	又はのアプリケーショントラブルの場合は、私達に聞いてください。私達がサポート致します。	A42: Podpora Android	Android
ja-JP	日本語	/ja-support-phrase-windows8	サポートと旅行会話の FAQ	FAQ サポート アプリケーション	又はのアプリケーショントラブルの場合は、私達に聞いてください。私達がサポート致します。	A41: Podpora Windows8	Windows 8
ja-JP	日本語	/ja-how-appears-ipad-conversation	iPhone上の例	旅行会話のデモ例	Conversazione da Viaggio sull’iPhone o sull’iPad permette di studiare fino a 22 lingue	A33: Náhled iOS	iOS
ja-JP	日本語	/ja-support-phrase-iphone	iOS: サポートと旅行会話の FAQ	FAQ サポート アプリケーション iphone ipad	iPhone 又は iPadのアプリケーショントラブルの場合は、私達に聞いてください。私達がサポート致します。	A43: Podpora iOS	iOS
ja-JP	日本語	/ja-travel-conversation	SmartPhraseの紹介	会話 紹介 旅行	SmartPhrase旅行会話の基本情報	A1: Start	旅行会話
ja-JP	日本語	/ja-sitemap	サイトマップ	sitemap	サイトマップ	A10: Mapa webu	
